,no,economic,figure,stratgy,rule,puzzle,party,sum_score,
4790,140386,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
4791,222643,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,3.888888889
4792,291457,4.642857143,4.84375,4.583333333,4.871794872,4.827586207,4.814814815,28.58413637,9.655172414
4793,38992,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
4794,270633,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
4795,276004,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
4796,8130,4.821428571,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.68634961,0
4797,136558,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
4798,226176,4.642857143,5,4.861111111,4.358974359,4.482758621,4.814814815,28.16051605,0
4799,17405,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,6.666666667
4800,168700,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,8.235294118
4801,274795,4.642857143,5,4.861111111,4.358974359,4.482758621,4.814814815,28.16051605,0
4802,245487,4.642857143,4.84375,4.861111111,4.487179487,4.827586207,4.62962963,28.29211358,7.368421053
4803,20646,4.821428571,5,4.861111111,4.358974359,4.482758621,4.62962963,28.15390229,3.684210526
4804,142889,4.642857143,5,5,4.358974359,4.310344828,4.814814815,28.12699114,3.684210526
4805,256788,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
4806,262211,4.642857143,4.84375,4.861111111,5,4.482758621,4.62962963,28.4601065,20
4807,265402,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.5
4808,257193,4.642857143,4.84375,4.861111111,4.615384615,4.482758621,4.62962963,28.07549112,3.333333333
4809,75547,5,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,28.17622372,3.684210526
4810,257726,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.814814815,28.21020475,3.684210526
4811,98918,4.642857143,5,5,4.487179487,4.310344828,4.814814815,28.25519627,0
4812,214029,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,12.35294118
4813,119012,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.888888889
4814,86177,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
4815,59149,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,3.888888889
4816,84419,4.821428571,4.53125,5,4.487179487,4.310344828,5,28.15020289,9.130434783
4817,176565,4.642857143,5,4.861111111,4.487179487,4.655172414,4.62962963,28.27594978,7.368421053
4818,218791,4.642857143,4.84375,4.722222222,4.615384615,4.310344828,4.62962963,27.76418844,4.117647059
4819,247665,4.642857143,5,4.861111111,4.615384615,4.310344828,4.814814815,28.24451251,0
4820,201509,4.642857143,4.53125,5,4.615384615,4.482758621,4.814814815,28.08706519,9.130434783
4821,262722,4.642857143,5,4.861111111,4.487179487,4.655172414,4.62962963,28.27594978,10.5
4822,280794,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.814814815,27.99358229,6.086956522
4823,261109,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.814814815,28.30488497,11.66666667
4824,174417,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
4825,7843,4.642857143,4.6875,4.722222222,4.487179487,4.310344828,4.814814815,27.66491849,3.5
4826,177619,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
4827,235802,4.642857143,4.84375,4.861111111,4.615384615,4.482758621,4.62962963,28.07549112,10
4828,250621,4.821428571,5,4.722222222,4.487179487,4.482758621,4.62962963,28.14321853,7.777777778
4829,283864,4.642857143,5,4.861111111,4.358974359,4.655172414,5,28.51811503,3.333333333
4830,234669,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.5
4831,157917,4.642857143,5,4.722222222,5,4.310344828,4.62962963,28.30505382,3.333333333
4832,262540,4.642857143,5,4.861111111,4.358974359,4.482758621,4.814814815,28.16051605,3.684210526
4833,243759,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,7
4834,124356,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
4835,126100,4.642857143,4.84375,5,4.358974359,4.310344828,4.814814815,27.97074114,3.888888889
4836,151952,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,0
4837,205078,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
4838,171726,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,7.368421053
4839,199966,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
4840,238676,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.888888889
4841,323789,4.642857143,5,4.722222222,4.358974359,4.310344828,4.814814815,27.84921337,0
4842,7614,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,4.375
4843,140135,4.642857143,4.6875,4.722222222,4.487179487,4.310344828,4.62962963,27.47973331,3.684210526
4844,11412,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,5,27.87814855,0
4845,70279,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.684210526
4846,130725,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
4847,194593,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.814814815,28.03779095,0
4848,146943,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,7.777777778
4849,192906,4.642857143,4.84375,4.861111111,4.487179487,4.827586207,4.62962963,28.29211358,14.73684211
4850,156714,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,7.777777778
4851,145501,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,0
4852,86167,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
4853,147116,4.642857143,4.6875,4.722222222,4.615384615,4.482758621,4.62962963,27.78035223,7
4854,167348,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
4855,256479,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
4856,222531,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7.777777778
4857,154301,4.642857143,5,5,4.487179487,4.482758621,4.62962963,28.24242488,3.5
4858,40234,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
4859,261526,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,0
4860,168054,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,12.35294118
4861,160784,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
4862,168215,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
4863,238992,4.642857143,5,5,4.358974359,4.655172414,4.814814815,28.47181873,7
4864,286156,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,4.814814815,28.08826251,3.333333333
4865,26999,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
4866,232595,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,8.235294118
4867,206156,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,3.684210526
4868,152174,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,3.888888889
4869,4282,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,0
4870,255924,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7.777777778
4871,258207,4.642857143,4.84375,5,4.358974359,4.655172414,4.62962963,28.13038355,3.684210526
4872,194517,4.642857143,4.6875,4.861111111,4.615384615,4.655172414,4.62962963,28.09165491,10
4873,222145,4.642857143,5,4.722222222,4.358974359,4.482758621,4.814814815,28.02162716,3.888888889
4874,164865,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
4875,160601,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,7.777777778
4876,193737,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
4877,281515,4.642857143,4.6875,4.722222222,4.615384615,4.310344828,4.814814815,27.79312362,7
4878,107704,4.642857143,4.6875,4.861111111,4.358974359,4.310344828,4.814814815,27.67560226,0
4879,37983,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,0
4880,99392,4.642857143,4.84375,5,4.358974359,4.310344828,4.62962963,27.78555596,0
4881,137496,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,0
4882,153623,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
4883,159059,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
4884,172503,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,4.117647059
4885,194081,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,3.888888889
4886,232405,4.642857143,4.6875,5,4.743589744,4.482758621,4.814814815,28.37152032,12.72727273
4887,202977,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,4.117647059
4888,272077,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,8.235294118
4889,212445,4.642857143,4.6875,4.722222222,4.615384615,4.310344828,4.62962963,27.60793844,3.5
4890,246431,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.5
4891,19184,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
4892,181811,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,4.117647059
4893,155496,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
4894,853,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
4895,183441,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.5
4896,1634,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
4897,250309,4.642857143,5,5,4.358974359,4.482758621,4.62962963,28.11421975,7.777777778
4898,304420,4.821428571,5,4.861111111,4.358974359,4.827586207,4.62962963,28.49872988,11.05263158
4899,218074,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,0
4900,191205,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
4901,264647,4.821428571,4.84375,4.861111111,4.743589744,4.310344828,4.62962963,28.20985388,11.66666667
4902,229491,4.642857143,4.84375,5,4.615384615,4.482758621,4.62962963,28.21438001,7.368421053
4903,230200,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.814814815,28.17667984,0
4904,118385,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
4905,262208,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,5,28.35118127,13.33333333
4906,156831,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.684210526
4907,357,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
4908,293275,4.642857143,5,4.722222222,4.487179487,4.482758621,4.814814815,28.14983229,3.684210526
4909,285967,4.821428571,4.53125,5,4.871794872,4.482758621,4.62962963,28.33686169,8.4
4910,282922,4.821428571,4.53125,4.861111111,4.743589744,4.482758621,4.62962963,28.06976768,8.4
4911,158435,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,7.368421053
4912,226320,4.642857143,4.53125,4.861111111,4.358974359,4.310344828,4.62962963,27.33416707,6.666666667
4913,148729,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,4.117647059
4914,222514,4.642857143,4.84375,4.861111111,5,4.482758621,4.62962963,28.4601065,2.916666667
4915,161966,4.642857143,5,4.861111111,4.743589744,4.310344828,4.62962963,28.18753245,3.5
4916,264637,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,4.117647059
4917,233262,4.642857143,5,4.861111111,4.871794872,4.827586207,4.62962963,28.83297896,12.17391304
4918,160419,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
4919,205831,4.642857143,4.84375,5,4.358974359,4.827586207,4.62962963,28.30279734,0
4920,191597,4.642857143,5,5,4.358974359,4.827586207,4.62962963,28.45904734,11.05263158
4921,7480,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,4.814814815,28.08826251,3.333333333
4922,234163,4.642857143,5,4.861111111,4.358974359,4.655172414,4.62962963,28.14774466,7.777777778
4923,226501,4.642857143,4.84375,4.861111111,4.487179487,4.827586207,4.814814815,28.47729876,6.363636364
4924,203759,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7
4925,260410,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,3.684210526
4926,286751,4.642857143,4.84375,5,4.615384615,4.482758621,4.62962963,28.21438001,3.181818182
4927,139771,4.642857143,5,4.861111111,4.615384615,4.310344828,4.62962963,28.05932733,3.684210526
4928,78733,4.821428571,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.29827121,6.666666667
4929,214758,4.642857143,4.6875,5,4.358974359,4.310344828,4.62962963,27.62930596,3.5
4930,272409,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,11.05263158
4931,199904,4.642857143,4.6875,5,4.358974359,4.482758621,4.814814815,27.98690494,6.666666667
4932,203818,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,0
4933,152241,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.814814815,27.99358229,3.181818182
4934,235014,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.814814815,28.21020475,7.777777778
4935,146559,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,3.5
4936,285894,4.642857143,5,4.722222222,4.358974359,4.310344828,4.814814815,27.84921337,0
4937,248490,4.642857143,5,5,4.615384615,4.310344828,4.814814815,28.3834014,7
4938,258074,4.642857143,4.84375,5,4.358974359,4.655172414,4.62962963,28.13038355,7.777777778
4939,215521,4.642857143,5,5,4.358974359,4.482758621,4.62962963,28.11421975,0
4940,96152,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
4941,68076,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,3.684210526
4942,26447,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
4943,149934,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
4944,235760,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
4945,4325,4.642857143,4.53125,4.861111111,4.358974359,4.482758621,4.62962963,27.50658086,0
4946,160744,4.642857143,4.84375,4.722222222,4.743589744,4.310344828,4.814814815,28.07757875,7
4947,130486,4.642857143,5,4.722222222,4.487179487,4.310344828,4.814814815,27.97741849,3.888888889
4948,96026,4.821428571,5,4.861111111,4.358974359,4.482758621,4.62962963,28.15390229,3.684210526
4949,12750,4.821428571,5,4.861111111,4.358974359,4.482758621,4.62962963,28.15390229,3.684210526
4950,89910,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,7.777777778
4951,162107,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,0
4952,184883,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,8.75
4953,168788,4.642857143,4.6875,4.722222222,4.743589744,4.310344828,4.62962963,27.73614357,3.333333333
4954,245325,4.642857143,5,4.722222222,4.487179487,4.655172414,4.814814815,28.32224608,7.368421053
4955,206480,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.814814815,27.96005738,0
4956,257067,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
4957,12681,4.642857143,5,4.722222222,4.615384615,4.482758621,4.62962963,28.09285223,3.684210526
4958,128733,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
4959,250337,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.62962963,27.9808109,9.545454545
4960,30549,4.821428571,5,4.861111111,4.615384615,4.655172414,4.62962963,28.58272634,10.5
4961,223880,4.642857143,5,4.722222222,4.487179487,4.310344828,4.814814815,27.97741849,0
4962,25685,4.642857143,4.84375,4.861111111,4.615384615,4.482758621,4.814814815,28.2606763,11.66666667
4963,361753,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,3.684210526
4964,185538,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,3.5
4965,275913,4.642857143,5,5,4.487179487,4.310344828,4.62962963,28.07001109,0
4966,193981,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
4967,53093,4.642857143,4.84375,4.861111111,4.743589744,4.655172414,4.814814815,28.56129523,6.086956522
4968,270109,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,7
4969,11229,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
4970,204407,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
4971,188952,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
4972,208533,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
4973,136587,4.642857143,5,4.722222222,4.358974359,4.310344828,4.814814815,27.84921337,0
4974,2932,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
4975,29285,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
4976,836,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
4977,281259,4.821428571,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.29827121,15.90909091
4978,255037,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,3.684210526
4979,189848,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,12.35294118
4980,148144,5,4.84375,4.861111111,4.487179487,4.482758621,4.814814815,28.48961403,7
4981,218509,4.642857143,4.53125,4.861111111,4.615384615,4.482758621,4.814814815,27.9481763,6.086956522
4982,7804,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
4983,216439,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,11.66666667
4984,211533,4.821428571,5,4.861111111,4.358974359,4.482758621,4.62962963,28.15390229,3.684210526
4985,84772,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
4986,272533,4.642857143,4.84375,5,4.487179487,4.827586207,4.62962963,28.43100247,11.05263158
4987,159910,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.814814815,28.03779095,8.235294118
4988,156786,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
4989,205127,4.642857143,5,4.722222222,4.358974359,4.827586207,4.814814815,28.36645475,11.66666667
4990,292126,4.821428571,5,5,4.358974359,4.655172414,4.62962963,28.46520497,11.05263158
4991,180616,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
4992,266525,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
4993,262114,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.814814815,28.13247118,7
4994,29379,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,0
4995,219832,4.642857143,4.84375,4.722222222,4.743589744,4.482758621,4.62962963,28.06480736,7
4996,29656,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
4997,268864,4.642857143,4.84375,5,4.358974359,4.655172414,4.814814815,28.31556873,6.666666667
4998,180908,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
4999,175636,4.642857143,5,5,4.358974359,4.482758621,4.814814815,28.29940494,3.5
5000,217894,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.814814815,27.99358229,7.368421053
5001,30241,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,8.235294118
5002,9851,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
5003,231218,4.642857143,5,4.861111111,4.487179487,4.482758621,4.814814815,28.28872118,3.5
5004,212450,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,8.75
5005,257056,4.642857143,4.84375,4.722222222,4.615384615,4.655172414,4.814814815,28.29420121,7.368421053
5006,261247,4.642857143,4.6875,4.722222222,4.615384615,4.482758621,4.62962963,27.78035223,3.333333333
5007,183571,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,3.684210526
5008,151467,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
5009,256960,4.821428571,4.84375,5,4.487179487,4.482758621,5,28.63511668,6.086956522
5010,232238,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
5011,119265,4.642857143,4.84375,4.722222222,4.743589744,4.310344828,4.62962963,27.89239357,3.888888889
5012,38805,4.642857143,4.6875,4.722222222,4.487179487,4.310344828,4.814814815,27.66491849,0
5013,55165,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
5014,10551,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
5015,185123,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
5016,283173,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
5017,109139,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,12.35294118
5018,60153,4.642857143,4.6875,4.861111111,4.358974359,4.482758621,4.62962963,27.66283086,3.5
5019,239472,4.642857143,4.84375,4.861111111,4.743589744,4.482758621,4.814814815,28.38888143,6.363636364
5020,186986,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
5021,422,4.821428571,5,4.861111111,4.358974359,4.310344828,4.62962963,27.9814885,0
5022,32431,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
5023,217423,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,3.888888889
5024,147581,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
5025,33434,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
5026,1493,4.821428571,5,4.722222222,4.358974359,4.482758621,4.62962963,28.0150134,3.888888889
5027,181265,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,7.368421053
5028,46007,4.642857143,4.6875,4.722222222,4.358974359,4.310344828,4.62962963,27.35152818,0
5029,197101,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,0
5030,97915,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,3.684210526
5031,246228,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,0
5032,171835,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,3.5
5033,163937,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
5034,215437,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.62962963,27.9808109,8.235294118
5035,47055,4.642857143,4.6875,4.861111111,4.487179487,4.482758621,4.814814815,27.97622118,6.666666667
5036,258645,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
5037,127518,4.642857143,4.6875,4.861111111,4.615384615,4.310344828,4.62962963,27.74682733,7
5038,41474,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
5039,262201,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,6.086956522
5040,119622,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
5041,116046,4.821428571,5,4.722222222,4.358974359,4.482758621,4.62962963,28.0150134,3.888888889
5042,233803,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,3.684210526
5043,207016,4.642857143,4.84375,5,4.358974359,4.310344828,4.814814815,27.97074114,0
5044,257855,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,4.375
5045,130605,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
5046,181404,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,0
5047,6779,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
5048,173092,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
5049,156138,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
5050,10640,4.642857143,5,5,4.487179487,4.482758621,4.62962963,28.24242488,3.5
5051,5,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,10.5
5052,227545,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,3.684210526
5053,68227,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
5054,300322,5,4.84375,5,5,4.482758621,4.814814815,29.14132344,15.90909091
5055,235555,4.821428571,5,4.722222222,4.487179487,4.310344828,4.62962963,27.97080474,6.666666667
5056,164339,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
5057,160958,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
5058,278911,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,3.684210526
5059,189294,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,0
5060,292892,4.642857143,4.6875,4.722222222,4.358974359,4.482758621,4.62962963,27.52394197,3.684210526
5061,11057,4.642857143,4.53125,4.861111111,4.358974359,4.482758621,4.814814815,27.69176605,6.666666667
5062,167346,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,0
5063,88950,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,7
5064,285826,4.642857143,4.53125,5,4.743589744,4.310344828,5,28.22804171,8.75
5065,173251,4.642857143,4.84375,5,4.358974359,4.310344828,4.62962963,27.78555596,4.117647059
5066,217015,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
5067,233956,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.99765229,3.888888889
5068,125050,4.642857143,4.84375,5,4.615384615,4.310344828,4.62962963,28.04196622,0
5069,271518,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,13.125
5070,172119,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
5071,210625,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,7.777777778
5072,253106,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,3.333333333
