,no,economic,figure,stratgy,rule,puzzle,party,sum_score,
10374,343905,5,4.375,4.861111111,4.615384615,4.482758621,4.814814815,28.14906916,21.30434783
10375,338760,5,4.6875,4.861111111,4.487179487,4.310344828,4.62962963,27.97576506,6.666666667
10376,340900,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10377,335609,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
10378,276219,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
10379,211693,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,5,28.01703744,3.5
10380,230898,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10381,329435,4.821428571,4.84375,4.861111111,4.615384615,4.655172414,4.62962963,28.42647634,3.333333333
10382,255396,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
10383,315221,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10384,312951,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,7.777777778
10385,244000,4.821428571,5,4.861111111,4.358974359,4.482758621,4.62962963,28.15390229,0
10386,303544,4.642857143,5,5,4.487179487,4.310344828,4.814814815,28.25519627,7.368421053
10387,336502,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,8.75
10388,259309,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,0
10389,260037,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,4.117647059
10390,298539,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
10391,343228,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10392,276880,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
10393,341066,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.814814815,28.03779095,3.888888889
10394,295535,4.821428571,4.53125,4.861111111,4.743589744,4.310344828,4.814814815,28.08253907,16.66666667
10395,301099,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
10396,331126,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
10397,330478,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.814814815,28.13247118,3.684210526
10398,320166,4.642857143,4.84375,4.722222222,4.615384615,4.310344828,4.62962963,27.76418844,4.117647059
10399,337958,4.642857143,4.84375,5,4.358974359,4.310344828,4.62962963,27.78555596,0
10400,334085,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
10401,345466,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10402,326007,4.642857143,4.84375,5,4.358974359,4.310344828,5,28.15592633,0
10403,323614,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10404,326848,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,7.777777778
10405,318710,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.99765229,3.888888889
10406,305498,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,3.181818182
10407,330681,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.814814815,27.82116849,0
10408,296363,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10409,336929,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,7.368421053
10410,343927,4.821428571,4.84375,4.722222222,4.743589744,4.482758621,5,28.61374916,9.545454545
10411,284653,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.5
10412,300882,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10413,342328,4.642857143,4.53125,5,4.358974359,4.310344828,4.62962963,27.47305596,3.333333333
10414,298728,4.821428571,5,5,4.487179487,4.310344828,4.814814815,28.4337677,7
10415,291859,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,7.777777778
10416,330665,5,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,28.13201506,3.684210526
10417,340041,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
10418,293981,4.642857143,4.84375,5,4.487179487,4.482758621,4.814814815,28.27136007,0
10419,302213,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
10420,304985,4.821428571,4.53125,4.861111111,4.743589744,4.310344828,4.814814815,28.08253907,16.66666667
10421,201861,4.642857143,5,5,4.487179487,4.310344828,4.62962963,28.07001109,0
10422,340962,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
10423,259061,4.642857143,5,5,4.615384615,4.655172414,4.62962963,28.5430438,6.666666667
10424,266937,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,3.684210526
10425,297958,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.814814815,27.96005738,7.368421053
10426,323118,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.684210526
10427,217603,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10428,329670,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,3.684210526
10429,336872,4.642857143,4.84375,5,4.487179487,4.655172414,4.814814815,28.44377386,11.05263158
10430,315631,4.642857143,4.6875,4.861111111,4.487179487,4.655172414,4.62962963,27.96344978,6.666666667
10431,312744,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.814814815,27.82116849,8.75
10432,306500,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10433,312243,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10434,319709,4.642857143,5,4.722222222,4.358974359,4.827586207,4.62962963,28.18126956,3.684210526
10435,331652,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,4.117647059
10436,285232,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
10437,325349,4.642857143,5,4.722222222,4.615384615,4.310344828,5,28.29080881,2.916666667
10438,256443,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,8.235294118
10439,316407,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.814814815,28.34909363,3.181818182
10440,285895,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
10441,325841,4.642857143,4.84375,5,4.358974359,4.310344828,4.62962963,27.78555596,0
10442,267397,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
10443,234216,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10444,266381,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
10445,277716,4.642857143,4.6875,4.861111111,4.487179487,4.482758621,4.62962963,27.79103599,7
10446,322785,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,3.684210526
10447,326175,4.821428571,5,4.722222222,4.487179487,4.310344828,4.62962963,27.97080474,3.5
10448,342207,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10449,262043,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
10450,262044,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
10451,320282,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.888888889
10452,343227,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
10453,289045,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,3.684210526
10454,289566,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,3.888888889
10455,316254,4.642857143,5,4.722222222,4.358974359,4.482758621,5,28.20681234,0
10456,311725,4.642857143,5,5,4.487179487,4.655172414,4.62962963,28.41483867,11.05263158
10457,288251,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
10458,336402,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,3.888888889
10459,329551,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,3.684210526
10460,317802,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
10461,275085,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10462,313085,4.642857143,4.84375,5,4.487179487,4.310344828,4.814814815,28.09894627,0
10463,277080,4.642857143,4.6875,4.861111111,4.487179487,4.482758621,4.62962963,27.79103599,10
10464,291847,4.642857143,4.84375,5,4.743589744,4.655172414,4.814814815,28.70018412,6.363636364
10465,334781,4.642857143,4.6875,4.722222222,4.358974359,4.655172414,4.814814815,27.88154095,3.333333333
10466,330532,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,0
10467,334011,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,8.75
10468,252475,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
10469,295785,4.642857143,4.375,4.722222222,4.487179487,4.482758621,4.814814815,27.52483229,15.2173913
10470,257435,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,6.363636364
10471,275557,4.642857143,4.375,5,4.615384615,4.482758621,4.814814815,27.93081519,12.17391304
10472,330038,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.814814815,27.99358229,8.235294118
10473,319086,4.642857143,5,4.861111111,4.487179487,4.655172414,4.62962963,28.27594978,7.368421053
10474,334073,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,11.05263158
10475,318643,4.642857143,5,5,4.487179487,4.655172414,4.62962963,28.41483867,11.05263158
10476,283622,4.642857143,5,4.722222222,4.615384615,4.310344828,4.62962963,27.92043844,3.888888889
10477,255902,4.642857143,4.6875,4.861111111,4.487179487,4.310344828,4.814814815,27.80380738,0
10478,323898,4.642857143,4.6875,4.861111111,4.487179487,4.310344828,4.62962963,27.6186222,3.5
10479,289565,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,5,28.01703744,3.888888889
10480,322674,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10481,328010,4.642857143,5,4.722222222,4.358974359,4.482758621,5,28.20681234,0
10482,262045,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
10483,276862,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
10484,314089,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7.777777778
10485,321697,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7.777777778
10486,321696,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7.777777778
10487,238799,4.821428571,4.84375,4.861111111,4.615384615,4.310344828,4.814814815,28.26683394,10.5
10488,317582,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,0
10489,328569,4.821428571,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.29827121,6.086956522
10490,342671,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10491,335739,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10492,345587,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10493,333748,4.642857143,4.84375,5,4.487179487,4.827586207,4.814814815,28.61618765,14.73684211
10494,253618,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.814814815,28.13247118,7.777777778
10495,253618,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.814814815,28.13247118,7.777777778
10496,343017,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10497,347813,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10498,259994,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,8.235294118
10499,221886,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
10500,245838,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
10501,279265,4.642857143,4.6875,4.722222222,4.615384615,4.310344828,4.62962963,27.60793844,3.5
10502,333584,4.821428571,5,5,4.487179487,4.655172414,4.62962963,28.5934101,3.181818182
10503,290484,4.642857143,5,5,4.487179487,4.310344828,4.814814815,28.25519627,3.5
10504,236205,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.814814815,27.82116849,4.117647059
10505,298624,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,0
10506,267980,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10507,331313,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
10508,331312,4.642857143,5,5,4.358974359,4.310344828,4.62962963,27.94180596,0
10509,289123,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
10510,312958,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10511,317722,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10512,337726,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,0
10513,318474,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10514,311657,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,4.117647059
10515,335869,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
10516,344408,4.642857143,4.84375,4.861111111,4.615384615,4.482758621,4.62962963,28.07549112,7
10517,295931,4.642857143,5,4.861111111,4.487179487,4.482758621,4.814814815,28.28872118,7.368421053
10518,341530,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
10519,158544,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,3.684210526
10520,341705,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
10521,246090,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,8.235294118
10522,7748,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,4.117647059
10523,135193,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
10524,41624,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
10525,17863,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
10526,342942,4.821428571,5,5,4.487179487,4.827586207,5,29.13619427,37.05882353
10527,273754,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,10
10528,327371,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,7.777777778
10529,295221,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,0
10530,299963,4.642857143,4.84375,4.861111111,4.358974359,5,4.814814815,28.52150743,7
10531,235520,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,3.888888889
10532,198422,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
10533,297327,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10534,2740,4.821428571,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.8587634,3.684210526
10535,249833,4.821428571,5,4.861111111,4.487179487,4.482758621,4.62962963,28.28210742,11.66666667
10536,253759,4.642857143,5,5,4.358974359,4.655172414,4.62962963,28.28663355,7.368421053
10537,264227,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,3.888888889
10538,31069,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
10539,668,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
10540,264154,4.642857143,5,4.861111111,4.358974359,4.482758621,5,28.34570123,3.5
10541,126221,4.821428571,5,4.722222222,4.358974359,4.310344828,4.814814815,28.0277848,0
10542,309665,4.642857143,4.6875,4.722222222,4.358974359,4.310344828,4.62962963,27.35152818,0
10543,313166,4.642857143,4.375,4.861111111,4.358974359,4.482758621,4.62962963,27.35033086,0
10544,298102,4.821428571,5,4.722222222,4.615384615,4.827586207,4.814814815,28.80143643,17.5
10545,329593,4.642857143,4.84375,5,4.487179487,4.655172414,4.814814815,28.44377386,15.55555556
10546,344759,4.642857143,5,4.861111111,4.615384615,4.310344828,4.62962963,28.05932733,0
10547,337638,4.642857143,5,4.722222222,4.487179487,4.482758621,5,28.33501747,7.368421053
10548,273757,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,3.684210526
10549,343946,5,4.6875,5,4.487179487,4.310344828,4.62962963,28.11465394,6.363636364
10550,342021,4.642857143,4.84375,5,4.487179487,4.310344828,4.814814815,28.09894627,7.777777778
10551,330786,4.642857143,5,5,4.358974359,5,5,29.0018315,6.086956522
10552,333481,4.821428571,5,4.722222222,4.358974359,4.310344828,4.62962963,27.84259961,0
10553,283041,4.642857143,4.6875,4.861111111,4.358974359,4.482758621,5,28.03320123,0
10554,344934,4.821428571,4.84375,4.861111111,5,4.310344828,4.814814815,28.65144932,2.592592593
10555,313165,4.642857143,4.6875,4.861111111,4.615384615,4.310344828,4.62962963,27.74682733,3.333333333
10556,274471,4.642857143,4.84375,4.583333333,4.487179487,4.482758621,5,28.03987858,5.6
10557,254127,4.642857143,4.6875,4.861111111,4.487179487,4.655172414,4.62962963,27.96344978,3.181818182
10558,342703,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,3.684210526
10559,347190,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
10560,270913,4.642857143,5,5,4.358974359,4.827586207,4.62962963,28.45904734,11.05263158
10561,348554,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,11.66666667
10562,348216,4.642857143,5,4.722222222,4.358974359,4.482758621,4.814814815,28.02162716,0
10563,307830,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10564,205249,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.62962963,27.9808109,13.125
10565,340677,4.642857143,4.84375,4.861111111,4.743589744,4.482758621,4.814814815,28.38888143,14
10566,340679,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,3.5
10567,296063,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,0
10568,339076,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10569,327076,4.642857143,4.84375,5,4.487179487,4.482758621,4.814814815,28.27136007,3.5
10570,340040,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
10571,339789,4.642857143,5,5,4.358974359,4.827586207,4.814814815,28.64423252,3.181818182
10572,340899,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
10573,344404,4.821428571,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,28.04394859,0
10574,286830,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.814814815,27.96005738,0
10575,305682,4.642857143,5,5,4.358974359,4.482758621,4.814814815,28.29940494,3.5
10576,312682,5,4.6875,4.861111111,4.743589744,4.655172414,5,28.94737327,16.8
10577,299253,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,3.888888889
10578,342274,4.642857143,4.84375,4.722222222,4.358974359,5,4.62962963,28.19743335,3.333333333
10579,275777,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,0
10580,293653,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10581,299803,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
10582,287508,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,3.684210526
10583,341245,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10584,321108,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,0
10585,275032,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10586,338117,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10587,313269,4.642857143,4.84375,5,4.487179487,4.655172414,5,28.62895904,0
10588,300759,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,8.75
10589,302892,4.821428571,5,4.861111111,4.487179487,4.482758621,5,28.65247779,17.5
10590,344768,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,3.181818182
10591,267333,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,5,28.2734477,11.66666667
10592,342046,4.821428571,4.6875,5,4.615384615,4.655172414,5,28.7794856,11.66666667
10593,331654,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,3.684210526
10594,340455,4.821428571,5,4.861111111,4.358974359,5,4.814814815,28.85632886,10
10595,331571,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10596,329862,4.642857143,5,5,4.743589744,4.310344828,4.814814815,28.51160653,3.181818182
10597,278150,4.642857143,5,5,4.358974359,4.482758621,4.62962963,28.11421975,3.684210526
10598,263421,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.814814815,28.34909363,0
10599,245289,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
10600,292682,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.888888889
10601,332778,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.684210526
10602,328479,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,3.5
10603,345584,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,8.235294118
10604,339614,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
10605,306173,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,3.888888889
10606,342210,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10607,297262,4.642857143,4.84375,5,4.615384615,4.827586207,4.62962963,28.55920759,6.086956522
10608,338584,4.642857143,4.84375,4.722222222,4.487179487,4.827586207,4.814814815,28.33840987,6.666666667
10609,319320,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,3.684210526
10610,350184,4.821428571,4.84375,4.722222222,4.358974359,4.482758621,5,28.22913377,17.5
10611,343334,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
10612,341009,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
10613,322339,4.642857143,4.6875,4.722222222,4.487179487,4.655172414,4.62962963,27.8245609,7
10614,348430,4.642857143,5,5,4.487179487,4.482758621,4.62962963,28.24242488,3.5
10615,339906,4.642857143,5,4.722222222,4.358974359,4.655172414,4.814814815,28.19404095,0
10616,343900,4.642857143,5,4.861111111,4.358974359,5,4.62962963,28.49257224,3.333333333
10617,295146,4.642857143,5,4.861111111,4.358974359,4.655172414,4.62962963,28.14774466,0
10618,322010,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,7.777777778
10619,292122,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10620,338717,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,7.368421053
10621,27186,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
10622,334327,4.821428571,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.29827121,3.181818182
10623,307561,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.814814815,27.99358229,13.125
10624,293546,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
10625,338630,4.642857143,4.6875,4.861111111,4.487179487,4.655172414,4.62962963,27.96344978,2.916666667
10626,335295,4.821428571,4.84375,4.861111111,4.487179487,4.310344828,5,28.323814,7.368421053
10627,322076,4.642857143,4.84375,4.722222222,4.615384615,4.310344828,4.62962963,27.76418844,0
10628,341256,5,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,28.16553996,12.35294118
10629,349992,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
10630,352234,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,0
10631,347307,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
10632,209419,4.821428571,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,28.17006608,3.684210526
10633,309728,4.642857143,4.84375,4.722222222,4.615384615,4.655172414,4.814814815,28.29420121,16.47058824
10634,340865,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
10635,342343,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,5,28.35118127,11.66666667
10636,286363,4.642857143,5,4.861111111,4.487179487,4.655172414,4.62962963,28.27594978,11.66666667
10637,297531,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
10638,322014,4.642857143,5,5,4.615384615,4.655172414,4.814814815,28.72822899,14
10639,348331,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,0
10640,325293,4.821428571,4.84375,4.722222222,4.487179487,4.310344828,4.814814815,27.99973992,3.888888889
10641,322045,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.814814815,28.34909363,3.5
10642,144526,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
10643,352434,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
10644,255712,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
10645,339263,4.642857143,4.84375,4.861111111,4.743589744,4.310344828,4.62962963,28.03128245,7
10646,329226,4.821428571,4.6875,4.722222222,4.743589744,4.482758621,4.62962963,28.08712879,14
10647,296419,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
10648,344839,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
10649,232353,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,0
10650,165628,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,5,28.18945123,0
10651,285234,4.642857143,4.84375,5,4.615384615,4.482758621,4.62962963,28.21438001,7.368421053
10652,284998,4.642857143,4.84375,5,4.358974359,4.310344828,4.814814815,27.97074114,0
10653,349344,4.821428571,4.84375,5,4.487179487,4.310344828,4.62962963,28.09233252,3.684210526
10654,206757,4.642857143,5,5,4.615384615,4.482758621,4.814814815,28.55581519,10.5
10655,314935,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,6.363636364
10656,340237,4.821428571,4.84375,4.861111111,5,4.655172414,4.814814815,28.99627691,7.777777778
10657,296514,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
